time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-04-17T16:00:32.540Z,47.746,12.799,10,3.8,ml,67,44.7,,1.01,us,usp000g45y,2014-11-07T01:35:39.378Z,"Austria",earthquake,,0,,,reviewed,us,ldg
2008-04-16T23:29:05.100Z,50.17,7.79,10,2.8,ml,25,168.4,,,us,usp000g445,2014-11-07T01:35:38.444Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-04-03T00:06:17.080Z,53.082,9.114,5,2.8,ml,11,172.2,,1.27,us,usp000g2zq,2014-11-07T01:35:28.328Z,"Germany",earthquake,,,,,reviewed,us,grf
2008-03-31T20:52:05.600Z,48.447,7.814,10,2.5,ml,25,61.2,,,us,usp000g2uc,2014-11-07T01:35:22.598Z,"France",earthquake,,,,,reviewed,ldg,ldg
2008-03-25T16:05:09.000Z,48.45,7.78,5,2.7,ml,23,81.4,,,us,usp000g2bs,2014-11-07T01:35:19.286Z,"France",earthquake,,,,,reviewed,str,ldg
2008-03-25T13:17:18.400Z,48.45,7.81,5,2.8,ml,26,79.6,,,us,usp000g2be,2014-11-07T01:35:19.264Z,"France",earthquake,,,,,reviewed,str,ldg
2008-03-25T13:16:15.500Z,48.46,7.81,5,2.5,ml,23,80.9,,,us,usp000g2bd,2014-11-07T01:35:19.260Z,"France",earthquake,,,,,reviewed,str,ldg
2008-03-16T07:26:47.700Z,47.732,14.209,10,2.9,ml,13,110.3,,,us,usp000g1ke,2014-11-07T01:35:15.937Z,"Austria",earthquake,,,,,reviewed,grf,grf
2008-03-14T16:46:31.250Z,51.586,6.556,5,3,ml,20,287.4,,0.31,us,usp000g1g0,2014-11-07T01:35:15.443Z,"Germany",earthquake,,,,,reviewed,us,ldg
2008-03-13T00:39:00.500Z,51.479,6.714,1,2.6,ml,16,290.7,,,us,usp000g1bz,2014-11-07T01:35:14.870Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-03-11T18:17:37.700Z,51.36,6.52,10,3.4,ml,33,197.4,,,us,usp000g18g,2014-11-07T01:35:13.975Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-03-09T17:28:51.700Z,47.387,10.954,25,2.5,ml,28,70.4,,,us,usp000g12f,2014-11-07T01:35:13.335Z,"Austria",earthquake,,,,,reviewed,ldg,ldg
2008-03-07T05:06:49.400Z,48.628,8.516,23,2.5,ml,20,81.5,,,us,usp000g0w6,2014-11-07T01:35:11.943Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-23T15:30:56.200Z,49.364,6.845,2,4.5,mb,132,34.6,,,us,usp000fzsc,2017-04-26T18:07:51.383Z,"Germany",earthquake,,,,3,reviewed,ldg,us
2008-02-21T22:06:52.600Z,49.382,6.806,1,2.5,ml,16,218.3,,,us,usp000fzk1,2014-11-07T01:35:00.756Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-18T13:28:56.600Z,49.37,6.85,1,3.2,ml,47,79.1,,,us,usp000fz66,2014-11-07T01:34:58.472Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-02-18T08:11:44.500Z,49.366,6.703,1,2.5,ml,13,92.8,,,us,usp000fz5m,2014-11-07T01:34:58.412Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-17T11:07:20.600Z,51.46,6.6,1,3.6,ml,52,152,,,us,usp000fz3q,2014-11-07T01:34:58.137Z,"Germany",earthquake,,,,,reviewed,grf,ldg
2008-02-16T09:52:38.200Z,47.288,11.783,10,2.9,ml,23,96.3,,,us,usp000fz15,2014-11-07T01:34:57.509Z,"Austria",earthquake,,,,,reviewed,grf,ldg
2008-02-16T09:48:22.900Z,48.87,8.2,10,3.2,ml,47,54.8,,,us,usp000fz14,2014-11-07T01:34:57.502Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-02-16T01:46:56.500Z,51.664,7.01,1,2.5,ml,16,295.1,,,us,usp000fz0f,2014-11-07T01:34:57.442Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-15T06:34:29.200Z,49.374,6.824,1,2.5,ml,14,110.4,,,us,usp000fyyh,2014-11-07T01:34:57.247Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-14T17:24:11.000Z,49.359,6.81,1,2.5,ml,13,216.1,,,us,usp000fyx5,2014-11-07T01:34:57.114Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-13T22:40:45.800Z,49.35,6.85,1,2.6,ml,20,80.6,,,us,usp000fyux,2014-11-07T01:34:56.769Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-02-13T13:56:46.600Z,49.39,6.78,1,3.3,ml,35,86.1,,,us,usp000fyu2,2014-11-07T01:34:56.615Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-02-11T06:59:37.300Z,49.389,6.774,1,2.7,ml,25,86.2,,,us,usp000fyne,2014-11-07T01:34:55.917Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-11T03:30:56.120Z,51.635,6.839,10,2.6,ml,25,158.4,,1.2,us,usp000fyn5,2014-11-07T01:34:55.888Z,"Germany",earthquake,,,,,reviewed,us,ldg
2008-02-11T03:16:58.000Z,51.48,11.809,10,2.5,ml,9,270.4,,1.02,us,usp000fyn3,2014-11-07T01:34:55.884Z,"Germany",earthquake,,,,,reviewed,us,grf
2008-02-09T20:47:10.500Z,49.37,6.81,1,3.5,ml,61,81.3,,,us,usp000fyje,2014-11-07T01:34:55.492Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-02-07T21:59:41.500Z,51.524,6.958,1,2.6,ml,15,293.2,,,us,usp000fydr,2014-11-07T01:34:54.817Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-05T14:50:30.300Z,47.202,6.453,10,2.8,ml,37,60.3,,,us,usp000fy81,2014-11-07T01:34:54.139Z,"France",earthquake,,,,,reviewed,ldg,ldg
2008-02-05T00:16:55.970Z,48.441,9.03,8,2.6,ml,28,106.2,,,us,usp000fy6f,2014-11-07T01:34:53.968Z,"Germany",earthquake,,,,,reviewed,fbb,ldg
2008-02-04T00:44:53.500Z,49.37,6.84,1,3.4,ml,60,79.7,,,us,usp000fy3y,2014-11-07T01:34:53.442Z,"Germany",earthquake,,,,,reviewed,fbb,ldg
2008-02-03T06:11:27.100Z,51.542,6.557,1,2.8,ml,16,276.6,,,us,usp000fy1u,2014-11-07T01:34:52.794Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-02T01:46:02.500Z,49.37,6.82,1,2.5,ml,30,80.8,,,us,usp000fxyt,2014-11-07T01:34:51.833Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-02-01T06:28:34.900Z,49.352,6.715,1,2.8,ml,14,106.8,,,us,usp000fxx0,2014-11-07T01:34:49.930Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-02-01T06:09:51.200Z,48.443,9.028,2,2.5,ml,9,237.9,,,us,usp000fxwy,2014-11-07T01:34:49.908Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-30T21:37:11.800Z,49.36,6.798,1,2.5,ml,18,80.3,,,us,usp000fxtp,2014-11-07T01:34:47.187Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-30T14:30:37.500Z,48.47,8.95,10,2.8,ml,25,148.4,,,us,usp000fxss,2014-11-07T01:34:47.113Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-01-30T11:46:07.700Z,49.38,6.82,1,2.9,ml,24,99.5,,,us,usp000fxsd,2014-11-07T01:34:47.023Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-01-30T05:06:18.300Z,49.362,6.845,1,2.7,ml,20,107.9,,,us,usp000fxrh,2014-11-07T01:34:46.909Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-27T17:25:49.800Z,48.336,6.642,12,2.6,ml,16,112.9,,,us,usp000fxjz,2014-11-07T01:34:46.313Z,"France",earthquake,,,,,reviewed,ldg,ldg
2008-01-27T07:13:52.200Z,48.333,6.666,12,2.5,ml,26,82.6,,,us,usp000fxj6,2014-11-07T01:34:46.250Z,"France",earthquake,,,,,reviewed,ldg,ldg
2008-01-26T15:33:08.300Z,49.386,6.846,1,2.6,ml,17,108.5,,,us,usp000fxh1,2014-11-07T01:34:46.148Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-26T05:44:31.200Z,49.37,6.83,1,3.9,ml,68,97,,,us,usp000fxgf,2014-11-07T01:34:46.108Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-01-26T04:19:30.500Z,49.38,6.79,1,3.8,ml,88,35.6,,,us,usp000fxg5,2014-11-07T01:34:46.074Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-01-25T11:33:06.900Z,49.392,6.787,1,2.5,ml,27,105,,,us,usp000fxe9,2014-11-07T01:34:45.866Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-24T03:30:08.480Z,51.484,6.47,10,3.7,ml,56,156.4,,0.9,us,usp000fxaz,2014-11-07T01:34:45.462Z,"Germany",earthquake,,,,,reviewed,us,ldg
2008-01-22T08:03:24.300Z,49.35,6.84,1,2.5,ml,8,193.8,,,us,usp000fx75,2014-11-07T01:34:44.643Z,"Germany",earthquake,,,,,reviewed,str,str
2008-01-16T19:30:24.700Z,49.338,6.802,1,2.5,ml,15,108.2,,,us,usp000fwur,2014-11-07T01:34:42.916Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-16T10:42:03.100Z,49.411,6.834,1,3.5,ml,30,86.7,,,us,usp000fwtx,2014-11-07T01:34:42.801Z,"Germany",earthquake,,,,,reviewed,grf,ldg
2008-01-10T11:17:33.700Z,49.37,6.84,1,3.5,ml,35,83.3,,,us,usp000fwd8,2014-11-07T01:34:40.000Z,"Germany",earthquake,,,,,reviewed,fbb,ldg
2008-01-08T22:18:06.200Z,49.35,6.76,1,2.8,ml,23,80.2,,,us,usp000fw9s,2014-11-07T01:34:39.092Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-01-08T07:59:54.300Z,49.377,6.816,1,2.7,ml,11,155.8,,,us,usp000fw82,2014-11-07T01:34:38.939Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-07T15:04:09.900Z,49.32,6.83,1,2.5,ml,13,79.6,,,us,usp000fw6n,2014-11-07T01:34:38.081Z,"Germany",earthquake,,,,,reviewed,str,ldg
2008-01-04T09:53:41.500Z,49.386,6.845,2,3.5,ml,39,84.4,,,us,usp000fvye,2014-11-07T01:34:36.531Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2008-01-03T06:07:54.400Z,49.36,6.84,1,4.1,ml,71,66.9,,,us,usp000fvw8,2014-11-07T01:34:35.981Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-12-30T22:37:04.000Z,49.4,6.6,1,2.6,ml,26,102.6,,,us,usp000fvpc,2014-11-07T01:34:31.337Z,"Germany",earthquake,,,,,reviewed,grf,ldg
2007-12-29T22:24:49.300Z,49.36,6.84,1,2.7,ml,22,82.3,,,us,usp000fvks,2014-11-07T01:34:30.993Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-12-29T02:32:14.800Z,49.37,6.83,1,2.8,ml,21,84.1,,,us,usp000fvj2,2014-11-07T01:34:30.869Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-12-28T12:47:59.900Z,49.37,6.73,1,2.5,ml,8,189.5,,,us,usp000fvgr,2014-11-07T01:34:30.731Z,"Germany",earthquake,,,,,reviewed,str,str
2007-12-22T21:07:57.000Z,49.378,6.814,1,3,ml,50,82.3,,,us,usp000fv1f,2014-11-07T01:34:28.198Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-12-22T11:12:41.900Z,51.539,6.797,1,2.8,ml,28,292,,,us,usp000fv0h,2014-11-07T01:34:28.061Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-12-18T22:00:00.300Z,47.21,10.6,-2,2.8,ml,26,102.5,,,us,usp000fuqb,2014-11-07T01:34:26.451Z,"Austria",earthquake,,,,,reviewed,zur,ldg
2007-12-18T19:39:54.600Z,49.36,6.81,1,2.5,ml,21,84.7,,,us,usp000fuq3,2014-11-07T01:34:26.429Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-12-14T23:01:14.200Z,49.37,6.8,1,3.1,ml,48,98,,,us,usp000fuft,2014-11-07T01:34:25.514Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-12-13T14:11:38.800Z,49.65,8.24,10,3,ml,20,79.7,,,us,usp000fucw,2014-11-07T01:34:25.164Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-12-12T21:40:35.900Z,49.387,6.818,1,2.6,ml,15,219.7,,,us,usp000fub4,2014-11-07T01:34:24.697Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-12-12T14:52:31.870Z,51.471,6.5,5,3.7,ml,60,95,,0.52,us,usp000fuah,2014-11-07T01:34:24.584Z,"Germany",earthquake,,,,,reviewed,us,ldg
2007-12-11T20:29:15.000Z,49.373,6.804,10,3.7,ml,60,96.5,,,us,usp000fu9m,2014-11-07T01:34:23.954Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-12-09T04:21:59.300Z,48.36,6.67,10,2.8,ml,41,54.5,,,us,usp000fu39,2014-11-07T01:34:22.577Z,"France",earthquake,,,,,reviewed,str,ldg
2007-12-05T13:51:03.600Z,49.394,6.852,1,3.8,ml,49,84.6,,,us,usp000ftw1,2014-11-07T01:34:21.503Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-11-28T16:18:36.000Z,49.38,6.77,1,3.2,ml,26,84.8,,,us,usp000ftft,2014-11-07T01:34:15.746Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-11-27T13:33:59.700Z,47.756,7.76,12,2.6,ml,15,147.4,,,us,usp000ftdv,2014-11-07T01:34:15.547Z,"Switzerland",earthquake,,,,,reviewed,ldg,ldg
2007-11-26T17:27:16.500Z,49.4,6.76,1,3.9,ml,74,88.8,,,us,usp000ftc5,2014-11-07T01:34:15.112Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-11-26T06:22:30.000Z,49.341,6.727,1,3.5,ml,53,88.5,,,us,usp000ftb8,2014-11-07T01:34:14.964Z,"Germany",earthquake,,,,,reviewed,grf,ldg
2007-11-25T08:43:05.370Z,48.616,8.968,13,2.5,ml,40,114.7,,,us,usp000ft8q,2014-11-07T01:34:14.502Z,"Germany",earthquake,,,,,reviewed,fbb,fbb
2007-11-23T07:43:21.900Z,49.188,8.144,10,2.5,ml,10,166.9,,,us,usp000ft4g,2014-11-07T01:34:13.918Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-11-20T08:22:32.500Z,50.221,7.823,10,3,ml,23,171,,,us,usp000fsyh,2014-11-07T01:34:12.425Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-11-19T11:07:28.900Z,49.34,6.9,1,3.5,ml,62,72,,,us,usp000fswk,2014-11-07T01:34:12.074Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-11-17T19:03:36.200Z,50.2,8.03,10,2.8,ml,38,169.1,,,us,usp000fssu,2014-11-07T01:34:11.533Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-11-16T17:29:15.300Z,49.38,6.78,1,2.5,ml,29,84.3,,,us,usp000fsqk,2014-11-07T01:34:11.199Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-11-14T15:43:26.060Z,49.391,6.781,5,3.6,ml,61,68.4,,1.01,us,usp000fshz,2014-11-07T01:34:10.285Z,"Germany",earthquake,,,,,reviewed,us,str
2007-11-10T10:31:31.200Z,49.38,6.86,1,4,ml,74,64.2,,,us,usp000fsad,2014-11-07T01:34:09.019Z,"Germany",earthquake,,,,,reviewed,fbb,ldg
2007-11-02T17:52:42.800Z,49.352,6.84,1,2.5,ml,32,81.6,,,us,usp000frus,2014-11-07T01:34:06.125Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-11-02T09:12:53.800Z,49.351,6.816,1,2.9,ml,30,83.4,,,us,usp000frty,2014-11-07T01:34:05.853Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-10-30T09:20:02.600Z,47.38,7.12,9,2.5,ml,15,127.6,,,us,usp000frkt,2014-11-07T01:34:01.330Z,"Switzerland",earthquake,,,,,reviewed,zur,ldg
2007-10-27T23:59:31.800Z,48.43,9,10,2.6,ml,30,104.6,,,us,usp000fre2,2014-11-07T01:34:00.103Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-10-26T22:05:58.900Z,49.37,6.8,1,3.2,ml,59,67.5,,,us,usp000fray,2014-11-07T01:33:59.700Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-10-25T06:21:39.060Z,48.151,7.981,12,2.6,ml,22,97.7,,,us,usp000fr7r,2014-11-07T01:33:59.242Z,"France",earthquake,,,,,reviewed,fbb,fbb
2007-10-23T14:18:46.400Z,49.37,6.8,1,3.3,ml,26,86.5,,,us,usp000fr43,2014-11-07T01:33:58.645Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-10-19T04:42:01.400Z,50.56,12.09,10,3.6,ml,40,76.7,,,us,usp000fqvr,2014-11-07T01:33:57.352Z,"Germany-Czech Republic border region",earthquake,,,,,reviewed,str,fur
2007-10-18T23:40:10.000Z,49.37,6.78,1,3,ml,65,82.7,,,us,usp000fqvf,2014-11-07T01:33:57.318Z,"Germany",earthquake,,,,,reviewed,str,str
2007-10-17T07:36:20.000Z,47.935,7.606,14,2.5,ml,15,126.8,,,us,usp000fqrn,2014-11-07T01:33:56.849Z,"Switzerland",earthquake,,,,,reviewed,ldg,ldg
2007-10-15T16:25:52.160Z,47.339,10.536,14.3,3.2,ml,66,73.9,,0.76,us,usp000fqm2,2014-11-07T01:33:56.205Z,"Austria",earthquake,,4,,,reviewed,us,str
2007-10-12T20:14:17.100Z,51.696,7.82,1,2.7,ml,15,227.9,,,us,usp000fqdn,2014-11-07T01:33:55.186Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-10-12T00:51:17.800Z,49.37,6.81,1,3.5,ml,55,81.3,,,us,usp000fqbs,2014-11-07T01:33:54.945Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-10-08T15:09:33.900Z,49.376,6.835,1,2.6,ml,16,80.8,,,us,usp000fq4n,2014-11-07T01:33:52.154Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-10-08T13:44:23.800Z,49.36,6.82,1,3.6,ml,39,79.2,,,us,usp000fq4f,2014-11-07T01:33:52.105Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-10-03T18:06:21.800Z,49.365,6.853,1,2.6,ml,19,81.7,,,us,usp000fptj,2014-11-07T01:33:49.914Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-10-03T14:31:57.040Z,49.373,6.804,5,3.5,ml,45,82,,0.76,us,usp000fpt0,2014-11-07T01:33:49.415Z,"Germany",earthquake,,,,,reviewed,us,ldg
2007-10-01T18:35:50.600Z,49.371,6.867,1,2.5,ml,13,88,,,us,usp000fpnr,2014-11-07T01:33:47.436Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-10-01T11:25:52.300Z,50.046,7.405,10,2.6,ml,14,202.4,,,us,usp000fpmj,2014-11-07T01:33:46.942Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-09-26T15:38:24.380Z,47.265,11.748,10,2.7,ml,4,147.5,,0.51,us,usp000fp5k,2014-11-07T01:33:40.186Z,"Austria",earthquake,,0,,,reviewed,us,grf
2007-09-25T16:08:41.100Z,49.36,6.77,1,3.5,ml,41,81.4,,,us,usp000fp3d,2014-11-07T01:33:39.647Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-09-21T15:53:55.100Z,49.387,6.804,1,2.6,ml,20,87.9,,,us,usp000fnur,2014-11-07T01:33:37.957Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-09-20T20:04:52.680Z,47.778,12.88,10,3.5,ml,63,64.4,,0.83,us,usp000fnsz,2014-11-07T01:33:37.815Z,"Austria",earthquake,,,,,reviewed,us,grf
2007-09-19T01:44:07.900Z,47.38,9.15,6,2.9,ml,39,108.8,,,us,usp000fnna,2014-11-07T01:33:37.148Z,"Switzerland",earthquake,,,,,reviewed,zur,grf
2007-09-17T09:31:07.700Z,49.381,6.791,1,3.4,ml,40,88.3,,,us,usp000fnh4,2014-11-07T01:33:36.382Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-09-11T11:48:31.300Z,49.384,6.867,1,2.7,ml,11,101.4,,,us,usp000fmwv,2014-11-07T01:33:32.816Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-09-11T04:23:28.800Z,49.37,6.829,1,3.4,ml,35,80.3,,,us,usp000fmw7,2014-11-07T01:33:32.751Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-09-09T22:00:40.900Z,48.44,8.98,10,2.6,ml,38,80.4,,,us,usp000fmt5,2014-11-07T01:33:32.236Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-09-05T19:47:30.160Z,49.375,6.791,10,3.2,ml,38,82.9,,0.81,us,usp000fmgy,2014-11-07T01:33:30.874Z,"Germany",earthquake,,,,,reviewed,us,ldg
2007-09-05T10:30:24.300Z,48.32,6.644,11,2.9,ml,36,44.2,,,us,usp000fmfz,2014-11-07T01:33:30.606Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-09-02T22:29:54.700Z,48.45,8.96,10,2.6,ml,31,75.9,,,us,usp000fmac,2014-11-07T01:33:29.599Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-09-01T18:43:17.700Z,48.44,9.02,10,3,ml,44,50.5,,,us,usp000fm5p,2014-11-07T01:33:28.069Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-08-31T06:50:57.600Z,49.37,6.78,1,3.2,ml,21,88,,,us,usp000fm2c,2014-11-07T01:33:24.799Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-08-27T06:05:35.400Z,49.375,6.798,1,3.2,ml,25,82.6,,,us,usp000fksy,2014-11-07T01:33:23.424Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-27T02:40:49.500Z,48.41,8.97,10,2.8,ml,30,75.4,,,us,usp000fksm,2014-11-07T01:33:23.335Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-08-22T18:27:52.500Z,49.36,6.84,1,3.2,ml,29,78.2,,,us,usp000fkf9,2014-11-07T01:33:21.197Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-08-22T13:38:36.800Z,48.34,6.66,10,2.5,ml,16,149.2,,,us,usp000fkew,2014-11-07T01:33:21.154Z,"France",earthquake,,,,,reviewed,str,ldg
2007-08-20T23:54:45.800Z,48.322,6.659,11.8,2.5,ml,22,82,,,us,usp000fkba,2014-11-07T01:33:20.186Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-19T07:32:55.100Z,48.335,6.647,11.3,3.9,ml,81,32.3,,,us,usp000fk68,2014-11-07T01:33:19.229Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-17T16:36:58.500Z,49.378,6.816,1,3.2,ml,28,82.2,,,us,usp000fk1t,2014-11-07T01:33:18.093Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-17T12:58:23.700Z,49.469,6.625,10.8,3.2,ml,29,107.7,,,us,usp000fk1a,2014-11-07T01:33:18.016Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-17T05:43:01.900Z,48.35,6.67,10,3.5,ml,46,32.8,,,us,usp000fk0e,2014-11-07T01:33:17.801Z,"France",earthquake,,,,,reviewed,str,ldg
2007-08-17T04:16:50.300Z,49.383,6.851,1,2.5,ml,12,224.3,,,us,usp000fk05,2014-11-07T01:33:17.773Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-16T09:36:08.400Z,48.197,8.983,6,3.4,ml,71,26,,,us,usp000fjwg,2014-11-07T01:33:17.215Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-15T00:04:47.800Z,51.549,6.563,1,2.5,ml,6,290.3,,,us,usp000fjqb,2014-11-07T01:33:16.078Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-14T15:11:14.100Z,48.317,6.664,13,2.6,ml,19,90.1,,,us,usp000fjpa,2014-11-07T01:33:15.963Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-14T11:57:51.100Z,48.218,8.987,8.5,2.8,ml,18,102.7,,,us,usp000fjnx,2014-11-07T01:33:15.929Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-13T06:00:21.000Z,48.331,6.645,10,3,ml,28,44.4,,,us,usp000fjjf,2014-11-07T01:33:15.474Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-09T22:06:02.400Z,48.319,6.649,8,2.6,ml,25,64.2,,,us,usp000fj9p,2014-11-07T01:33:13.831Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-09T13:06:52.600Z,49.36,6.8,1,3.2,ml,29,80.2,,,us,usp000fj8x,2014-11-07T01:33:13.737Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-08-09T10:06:12.600Z,49.374,6.842,1,2.8,ml,19,83.5,,,us,usp000fj8n,2014-11-07T01:33:13.714Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-08T18:44:49.000Z,51.661,7.704,1,2.6,ml,11,300.7,,,us,usp000fj6x,2014-11-07T01:33:13.460Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-08-07T14:41:59.200Z,48.34,6.69,10,2.7,ml,34,38.5,,,us,usp000fj3q,2014-11-07T01:33:12.931Z,"France",earthquake,,,,,reviewed,str,ldg
2007-08-07T06:50:37.100Z,48.327,6.657,11.8,2.9,ml,26,44.2,,,us,usp000fj34,2014-11-07T01:33:12.895Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-07T06:46:16.000Z,48.326,6.664,13,3.1,ml,33,52.6,,,us,usp000fj33,2014-11-07T01:33:12.890Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-08-03T03:29:18.600Z,50.27,7.46,10,2.5,ml,16,88.6,,,us,usp000fhsd,2014-11-07T01:33:11.374Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-08-03T02:58:08.690Z,50.404,7.24,10,4.4,ml,143,50.8,,1.48,us,usp000fhsb,2015-03-24T02:03:03.777Z,"Germany",earthquake,,,,,reviewed,us,ldg
2007-07-30T01:15:45.800Z,49.41,6.832,1,2.5,ml,12,191.7,,,us,usp000fhdp,2014-11-07T01:33:05.282Z,"Germany",earthquake,,,,,reviewed,ldg,ldg
2007-07-28T16:55:49.900Z,48.325,6.652,12.2,2.7,ml,22,80.4,,,us,usp000fha4,2014-11-07T01:33:04.885Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-07-28T04:21:26.800Z,48.322,6.644,10.5,2.6,ml,32,76.2,,,us,usp000fh8p,2014-11-07T01:33:04.623Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-07-27T12:02:53.800Z,48.325,6.648,11,2.7,ml,18,90.8,,,us,usp000fh6v,2014-11-07T01:33:04.382Z,"France",earthquake,,,,,reviewed,ldg,ldg
2007-07-26T15:48:15.000Z,49.36,6.81,1,3.2,ml,28,79.7,,,us,usp000fh4u,2014-11-07T01:33:04.079Z,"Germany",earthquake,,,,,reviewed,str,ldg
2007-07-26T15:34:25.900Z,48.35,6.68,10,2.9,ml,34,31.5,,,us,usp000fh4t,2014-11-07T01:33:04.074Z,"France",earthquake,,,,,reviewed,str,ldg
