time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-31T02:21:42.240Z,61.9783,-147.4715,31.9,1.7,ml,,,,0.76,ak,ak16147386,2017-05-31T02:29:41.157Z,"75km ENE of Sutton-Alpine, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-05-31T02:10:57.665Z,59.721,-153.1952,104,1.7,ml,,,,0.37,ak,ak16147382,2017-05-31T02:17:40.668Z,"76km W of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-31T02:09:46.760Z,33.505,-116.7913333,5.11,0.52,ml,24,60,0.07527,0.13,ci,ci37657711,2017-05-31T13:41:10.184Z,"10km NE of Aguanga, CA",earthquake,0.23,1.05,0.123,17,reviewed,ci,ci
2017-05-31T02:05:52.403Z,60.9517,-147.5463,18.6,1.9,ml,,,,0.64,ak,ak16147379,2017-05-31T02:10:28.351Z,"64km ENE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-31T02:01:18.931Z,63.5497,-147.3435,0,1.2,ml,,,,0.61,ak,ak16147376,2017-05-31T02:07:19.869Z,"82km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-31T01:55:47.280Z,38.4665,-112.7953333,2.98,-0.53,md,6,288,0.05243,0.04,uu,uu60198392,2017-06-01T18:41:31.650Z,"20km ENE of Milford, Utah",earthquake,1.09,1.32,0.446,2,reviewed,uu,uu
2017-05-31T01:51:04.913Z,58.2785,-137.8106,4.6,2.3,ml,,,,0.67,ak,ak16147374,2017-05-31T01:55:20.582Z,"122km W of Gustavus, Alaska",earthquake,,1,,,automatic,ak,ak
2017-05-31T01:45:58.060Z,38.8321667,-122.8033333,2.1,1.83,md,58,32,0.01022,0.05,nc,nc72808436,2017-05-31T23:17:03.617Z,"7km W of Cobb, California",earthquake,0.11,0.17,0.237,30,reviewed,nc,nc
2017-05-31T01:43:05.520Z,33.1008333,-116.4143333,9.72,1.38,ml,52,32,0.1551,0.19,ci,ci37657695,2017-05-31T13:41:13.184Z,"18km SSW of Borrego Springs, CA",earthquake,0.23,0.69,0.171,26,reviewed,ci,ci
2017-05-31T01:42:40.208Z,58.4055,-137.6667,0.8,2.4,ml,,,,1.12,ak,ak16147372,2017-05-31T01:46:18.574Z,"112km W of Gustavus, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-05-31T01:38:38.393Z,63.0834,-150.3305,98.1,1,ml,,,,0.2,ak,ak16147368,2017-05-31T01:41:40.887Z,"77km WSW of Cantwell, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-05-31T01:38:24.860Z,58.3486,-137.8118,0.8,2,ml,,,,0.56,ak,ak16147369,2017-05-31T01:41:41.128Z,"121km W of Gustavus, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-31T01:37:19.970Z,19.43,-155.6231667,3.182,0.87,md,12,142,0.02743,0.11,hv,hv61778686,2017-06-02T04:06:54.800Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.58,0.63,0.2,3,reviewed,hv,hv
2017-05-31T01:06:09.150Z,36.0346667,-117.7673333,2.2,0.1,ml,11,66,0.009585,0.05,ci,ci37657663,2017-05-31T22:43:41.091Z,"16km E of Coso Junction, CA",earthquake,0.14,0.13,0.19,5,reviewed,ci,ci
2017-05-31T00:38:30.616Z,58.8689,-154.5601,117.8,1.7,ml,,,,0.26,ak,ak16147356,2017-05-31T00:49:32.332Z,"100km SSE of Old Iliamna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-05-30T23:59:07.260Z,62.0411,-149.5605,5.8,1.5,ml,,,,0.89,ak,ak16147345,2017-05-31T00:13:07.319Z,"20km SE of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-30T23:58:43.300Z,18.5086,-64.5098,12,2.23,md,3,340,0.7985,0.13,pr,pr2017150018,2017-06-02T01:20:13.389Z,"15km NE of Road Town, British Virgin Islands",earthquake,6.53,2.13,0.17,3,reviewed,pr,pr
2017-05-30T23:58:15.435Z,59.698,-136.8273,0,1.6,ml,,,,0.59,ak,ak16147343,2017-05-31T00:06:55.665Z,"89km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-30T23:53:20.892Z,63.0091,-150.8819,117.1,1.4,ml,,,,0.42,ak,ak16146933,2017-05-30T23:59:12.697Z,"86km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-30T23:49:47.410Z,47.8265,-114.2203333,3.63,-0.09,md,6,102,0.09,0.17,mb,mb80212119,2017-05-31T21:56:45.870Z,"15km NNW of Polson, Montana",earthquake,0.53,1.06,0.133,4,reviewed,mb,mb
2017-05-30T23:47:02.660Z,36.2784,-97.5118,3.73,2.7,mb_lg,,26,0.208,0.21,us,us10008wqz,2017-05-31T00:01:54.040Z,"20km W of Perry, Oklahoma",earthquake,0.9,3.2,0.064,64,reviewed,us,us
2017-05-30T23:42:18.860Z,36.2831,-97.5123,5,2.3,mb_lg,,26,0.211,0.21,us,us10008wqy,2017-05-30T23:56:20.040Z,"20km W of Perry, Oklahoma",earthquake,1.1,1.6,0.092,31,reviewed,us,us
2017-05-30T23:39:29.174Z,38.3624,-118.9061,12.4,0.6,ml,6,175.66,0.315,0.1172,nn,nn00590683,2017-05-31T00:35:48.786Z,"30km SW of Hawthorne, Nevada",earthquake,,11.9,0.28,3,reviewed,nn,nn
2017-05-30T23:35:12.376Z,38.3609,-118.9099,12,0.7,ml,7,176.56,0.315,0.0937,nn,nn00590682,2017-05-31T00:29:40.151Z,"30km SW of Hawthorne, Nevada",earthquake,,12.1,0.28,3,reviewed,nn,nn
2017-05-30T23:28:30.598Z,36.8533,-116.0194,10,0.3,ml,14,141.88,0.084,0.1515,nn,nn00590677,2017-05-31T00:23:27.527Z,"66km E of Beatty, Nevada",earthquake,,1.5,0.41,11,reviewed,nn,nn
2017-05-30T23:15:51.772Z,66.1927,-149.5223,3.7,1.2,ml,,,,0.72,ak,ak16146923,2017-05-30T23:21:45.006Z,"122km SSE of Coldfoot, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T23:12:32.488Z,63.7622,-149.4351,127.9,2,ml,,,,0.42,ak,ak16146917,2017-05-30T23:17:53.827Z,"25km WSW of Healy, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-05-30T23:12:22.850Z,36.285,-97.5099,4.5,3.8,mwr,,38,0.213,0.32,us,us10008wqm,2017-06-02T05:08:24.065Z,"19km W of Perry, Oklahoma",earthquake,1.2,6.7,0.044,49,reviewed,us,us
2017-05-30T23:10:42.860Z,33.1861667,-115.6051667,3.01,1.67,ml,38,44,0.01234,0.2,ci,ci37657631,2017-05-31T22:42:45.643Z,"10km SW of Niland, CA",earthquake,0.22,0.14,0.256,23,reviewed,ci,ci
2017-05-30T23:05:05.466Z,64.9747,-147.4436,0,1.2,ml,,,,0.6,ak,ak16146913,2017-05-30T23:11:02.052Z,"19km NE of Fairbanks, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-30T23:04:03.960Z,34.3381667,-116.8776667,-1.6,1.21,ml,13,73,0.04269,0.14,ci,ci37657623,2017-05-31T20:51:44.568Z,"9km NNW of Big Bear City, CA",quarry blast,0.37,31.61,0.126,18,reviewed,ci,ci
2017-05-30T22:59:23.840Z,37.072,-97.981,7.58,2.19,ml,12,147,0.09432,0.02,ismpkansas,ismpkansas70228253,2017-05-31T19:13:17.290Z,"10km SSE of Anthony, Kansas",earthquake,0.22,0.31,0.165,16,reviewed,ismp,ismp
2017-05-30T22:56:22.800Z,-27.817,-70.0535,101.6,4.1,mb,,137,0.274,0.82,us,us10008wqf,2017-06-01T05:43:34.040Z,"57km SSE of Copiapo, Chile",earthquake,4.6,6.8,0.301,3,reviewed,us,us
2017-05-30T22:45:56.430Z,36.9628334,-121.600502,4.73,1.66,md,23,53,0.01659,0.27,nc,nc72808421,2017-05-31T00:46:02.529Z,"5km SSW of Gilroy, California",earthquake,0.58,2.38,0.34,20,automatic,nc,nc
2017-05-30T22:37:22.610Z,33.5325,-116.5358333,11.94,0.14,ml,7,240,0.02526,0.08,ci,ci37657615,2017-05-31T18:10:32.692Z,"13km E of Anza, CA",earthquake,0.81,0.51,0.08,4,reviewed,ci,ci
2017-05-30T22:28:31.080Z,19.3461667,-155.3105,27.589,1.63,md,46,42,0.01371,0.1,hv,hv61778506,2017-06-02T03:24:18.140Z,"12km SW of Volcano, Hawaii",earthquake,0.52,0.72,0.107,20,reviewed,hv,hv
2017-05-30T22:24:33.290Z,33.2423333,-116.054,6.17,1.38,ml,45,55,0.0684,0.24,ci,ci37657607,2017-05-31T00:12:58.270Z,"11km SW of Salton City, CA",earthquake,0.24,1.25,0.126,44,reviewed,ci,ci
2017-05-30T22:20:15.723Z,59.863,-136.8187,0,1.6,ml,,,,0.82,ak,ak16146502,2017-05-30T22:24:55.206Z,"96km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T22:16:27.357Z,64.5163,-149.4667,18.6,0.7,ml,,,,0.21,ak,ak16146501,2017-05-30T22:19:34.091Z,"18km WSW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-30T21:56:05.212Z,58.4367,-155.0658,4.5,1.5,ml,,,,1.25,ak,ak16146475,2017-05-30T22:00:12.503Z,"97km ESE of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-30T21:53:26.620Z,33.3015,-116.3436667,12.82,1.68,ml,69,62,0.03193,0.18,ci,ci37657591,2017-06-01T15:43:24.217Z,"6km NNE of Borrego Springs, CA",earthquake,0.16,0.38,0.16,49,reviewed,ci,ci
2017-05-30T21:53:19.860Z,14.1217,-93.0027,10,5.3,mb,,140,1.329,1.37,us,us10008wq0,2017-05-31T22:48:45.040Z,"91km SW of Puerto Madero, Mexico",earthquake,7.2,1.9,0.024,605,reviewed,us,us
2017-05-30T21:50:06.370Z,33.867,-117.3038333,-0.69,1.16,ml,10,183,0.1211,0.18,ci,ci37657583,2017-05-30T22:57:18.887Z,"4km N of Mead Valley, CA",quarry blast,1.07,31.61,0.141,5,reviewed,ci,ci
2017-05-30T21:49:28.940Z,36.0986667,-117.8463333,3.49,0.5,ml,9,138,0.0201,0.06,ci,ci37657575,2017-05-30T22:52:00.712Z,"11km ENE of Coso Junction, CA",earthquake,0.26,0.37,0.083,2,reviewed,ci,ci
2017-05-30T21:47:52.220Z,18.407,-64.5956,19,2.47,md,3,344,0.6941,0.05,pr,pr2017150017,2017-05-31T00:19:59.552Z,"2km ESE of Road Town, British Virgin Islands",earthquake,4.71,1.01,0.44,3,reviewed,pr,pr
2017-05-30T21:43:08.922Z,63.0866,-144.4147,1.9,1.2,ml,,,,0.62,ak,ak16146472,2017-05-30T21:48:02.953Z,"77km WSW of Tok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T21:36:15.200Z,33.3343333,-116.2915,12.21,1.13,ml,55,67,0.06378,0.2,ci,ci37657567,2017-05-31T20:53:05.575Z,"12km NE of Borrego Springs, CA",earthquake,0.19,0.52,0.194,35,reviewed,ci,ci
2017-05-30T21:35:04.310Z,18.027,-65.3938,19,1.68,md,3,223,0.1735,0.17,pr,pr2017150016,2017-05-31T00:19:19.816Z,"11km SE of Esperanza, Puerto Rico",earthquake,1.68,0.7,0.28,3,reviewed,pr,pr
2017-05-30T21:28:32.510Z,38.8800011,-122.8389969,-0.45,0.68,md,8,205,0.02003,0.16,nc,nc72808401,2017-05-30T22:20:03.564Z,"10km S of Kelseyville, California",earthquake,0.81,2.17,0.08,2,automatic,nc,nc
2017-05-30T21:23:45.999Z,60.3487,-141.6906,0,1.3,ml,,,,0.55,ak,ak16146069,2017-05-30T21:28:54.963Z,"51km NE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T21:20:30.520Z,37.5013333,-118.798,6.69,0.76,md,8,308,0.09193,0.03,nc,nc72808396,2017-05-30T23:21:04.691Z,"22km SE of Mammoth Lakes, California",earthquake,1.81,2.06,0.205,7,reviewed,nc,nc
2017-05-30T21:19:40.930Z,34.0781667,-117.2961667,13.53,0.78,ml,19,90,0.1071,0.15,ci,ci37657559,2017-05-30T22:50:32.829Z,"2km ENE of Colton, CA",earthquake,0.33,0.72,0.065,3,reviewed,ci,ci
2017-05-30T21:17:17.118Z,59.7683,-136.676,0,1.6,ml,,,,0.8,ak,ak16146067,2017-05-30T21:23:54.327Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T21:09:34.790Z,34.1685,-117.4435,10.54,0.69,ml,21,72,0.06103,0.09,ci,ci37657535,2017-05-31T20:45:42.537Z,"7km SSW of Devore, CA",earthquake,0.16,0.3,0.088,5,reviewed,ci,ci
2017-05-30T20:57:45.870Z,33.5036667,-116.7911667,6,0.54,ml,25,60,0.07626,0.1,ci,ci37657527,2017-05-31T20:42:05.519Z,"10km NE of Aguanga, CA",earthquake,0.13,0.49,0.09,12,reviewed,ci,ci
2017-05-30T20:55:56.690Z,37.4186,-97.54,8.63,2.2,mb_lg,,98,0.121,0.81,us,us10008wp5,2017-05-31T18:32:15.040Z,"9km SSW of Clearwater, Kansas",earthquake,1.9,7.3,0.12,18,reviewed,us,us
2017-05-30T20:54:59.190Z,37.457,-118.6478333,4.14,1.03,md,11,137,0.0962,0.04,nc,nc72808386,2017-05-30T23:06:03.864Z,"20km WNW of West Bishop, California",earthquake,0.55,1.96,0.318,10,reviewed,nc,nc
2017-05-30T20:49:50.423Z,59.7842,-136.6901,0,1.5,ml,,,,0.85,ak,ak16146064,2017-05-30T20:53:26.307Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T20:41:18.810Z,36.1141667,-89.7465,8.63,1.75,md,17,69,0.0365,0.06,nm,nm60196796,2017-05-30T21:15:43.750Z,"8km ENE of Steele, Missouri",earthquake,0.19,0.44,0.082,8,reviewed,nm,nm
2017-05-30T20:24:52.070Z,38.8153343,-122.7978363,3.14,1.03,md,16,81,0.007617,0.01,nc,nc72808381,2017-05-30T20:33:03.691Z,"5km NW of The Geysers, California",earthquake,0.29,0.56,0.13,6,automatic,nc,nc
2017-05-30T20:22:10.070Z,38.8153343,-122.7976685,3.13,2.04,md,36,52,0.007584,0.03,nc,nc72808376,2017-05-30T21:15:04.320Z,"5km NW of The Geysers, California",earthquake,0.18,0.35,0.17,12,automatic,nc,nc
2017-05-30T20:03:09.779Z,62.3166,-148.2511,22.7,1.5,ml,,,,0.86,ak,ak16145652,2017-05-30T20:08:13.313Z,"65km NNE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T19:59:57.890Z,-19.1892,176.8525,36.94,5,mb,,61,1.833,0.63,us,us10008wmm,2017-06-01T15:59:09.040Z,"164km SSW of Nadi, Fiji",earthquake,7.8,6,0.042,183,reviewed,us,us
2017-05-30T19:55:28.300Z,33.8758333,-117.5051667,-0.52,0.76,ml,23,86,0.07681,0.17,ci,ci37657487,2017-05-30T22:19:21.329Z,"2km E of Home Gardens, CA",quarry blast,0.37,31.61,0.077,5,reviewed,ci,ci
2017-05-30T19:54:56.006Z,53.2325,-164.3057,25.1,2.3,ml,,,,0.33,ak,ak16145650,2017-05-30T20:18:39.347Z,"139km SE of Akutan, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2017-05-30T19:50:45.020Z,33.9693333,-116.9768333,4.77,1.08,ml,40,79,0.04792,0.12,ci,ci37657479,2017-05-31T20:37:50.764Z,"4km N of Beaumont, CA",earthquake,0.15,0.41,0.131,23,reviewed,ci,ci
2017-05-30T19:18:39.511Z,60.3866,-152.1772,78,1.2,ml,,,,0.3,ak,ak16145639,2017-05-30T19:28:50.329Z,"33km ESE of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2017-05-30T19:13:47.704Z,61.7605,-148.229,1,2,ml,,,,0.75,ak,ak16145632,2017-05-30T21:42:04.283Z,"33km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-30T19:13:27.130Z,38.7646675,-122.730835,1.38,0.55,md,6,121,0.01911,0.01,nc,nc72808371,2017-05-30T19:22:03.470Z,"2km ESE of The Geysers, California",earthquake,0.45,1.18,0.05,2,automatic,nc,nc
2017-05-30T19:10:16.354Z,59.8499,-139.232,0,1.6,ml,,,,0.57,ak,ak16145630,2017-05-30T19:21:35.765Z,"43km NE of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-30T19:09:16.650Z,34.9941667,-118.1911667,-0.84,1.15,ml,20,53,0.1191,0.17,ci,ci37657455,2017-05-30T22:44:01.788Z,"7km SSW of Mojave, CA",quarry blast,0.35,31.61,0.085,11,reviewed,ci,ci
2017-05-30T19:08:09.830Z,18.545,-64.8478,10,1.83,md,3,280,0.4954,0.07,pr,pr2017150015,2017-05-31T00:18:35.878Z,"24km NNE of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.08,0.73,0.06,3,reviewed,pr,pr
2017-05-30T19:01:04.570Z,40.7475,-122.3118333,-0.79,1.5,md,8,90,0.1841,0.02,nc,nc72808366,2017-05-30T23:00:14.483Z,"8km NNE of Shasta Lake, California",quarry blast,0.41,31.61,0.17,7,reviewed,nc,nc
2017-05-30T18:48:28.150Z,34.8133,6.2321,9.62,4.3,mb,,80,2.707,0.91,us,us10008wlv,2017-05-31T17:45:25.040Z,"29km WNW of Zeribet el Oued, Algeria",earthquake,6.7,4.7,0.081,43,reviewed,us,us
2017-05-30T18:46:05.450Z,36.6456667,-121.2718333,3.19,0.84,md,15,138,0.04892,0.07,nc,nc72808361,2017-05-31T18:17:04.812Z,"20km SSE of Ridgemark, California",earthquake,0.5,2.57,0.265,14,reviewed,nc,nc
2017-05-30T18:37:15.530Z,45.1868333,-112.4183333,-2,1.16,ml,8,104,0.216,0.24,mb,mb80211869,2017-05-30T20:13:41.040Z,"17km E of Dillon, Montana",quarry blast,0.86,31.61,0.603,5,reviewed,mb,mb
2017-05-30T18:18:24.860Z,38.8381653,-122.7878342,1.32,0.56,md,10,141,0.001975,0.02,nc,nc72808356,2017-05-30T18:27:03.319Z,"5km WNW of Cobb, California",earthquake,0.41,1.21,0.26,3,automatic,nc,nc
2017-05-30T18:17:22.902Z,61.1486,-146.9619,3.6,1.6,ml,,,,0.98,ak,ak16145232,2017-05-30T18:32:01.909Z,"33km W of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-30T18:12:04.720Z,33.8616667,-116.6231667,14.98,0.9,ml,31,61,0.08311,0.11,ci,ci37657415,2017-05-31T00:39:35.383Z,"8km WSW of Garnet, CA",earthquake,0.17,0.35,0.167,20,reviewed,ci,ci
2017-05-30T18:00:15.481Z,60.0255,-141.3714,0.2,1.3,ml,,,,0.79,ak,ak16145228,2017-05-30T18:05:55.543Z,"59km E of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-30T17:50:35.210Z,36.4090004,-121.3681641,4.37,,,15,182,0.7105,0.19,nc,nc72808341,2017-05-30T17:58:02.032Z,"4km WSW of Soledad, California",earthquake,7.28,16.52,,,automatic,nc,nc
2017-05-30T17:50:11.750Z,36.4594,-98.7975,11.16,2.6,mb_lg,,84,0.048,0.76,us,us10008wl8,2017-05-31T16:53:00.306Z,"35km NW of Fairview, Oklahoma",earthquake,1.9,5.2,0.075,46,reviewed,us,us
2017-05-30T17:44:26.018Z,38.3527,-118.9163,9.4,1.1,ml,18,54.43,0.158,0.1404,nn,nn00590613,2017-05-30T17:58:57.214Z,"29km ENE of Bridgeport, California",earthquake,,2.6,0.17,7,reviewed,nn,nn
2017-05-30T17:29:54.730Z,39.0772,-115.6481,14.6,1.8,ml,7,82.56,0.637,0.1644,nn,nn00590610,2017-05-30T17:43:12.397Z,"40km NNW of Currant, Nevada",earthquake,,3.4,0.26,5,reviewed,nn,nn
2017-05-30T17:24:45.507Z,60.3019,-143.1251,5.1,1.6,ml,,,,0.83,ak,ak16144836,2017-05-30T17:30:42.298Z,"46km NW of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-30T17:12:39.798Z,60.9934,-148.3565,6.3,1.9,ml,,,,1.02,ak,ak16144830,2017-05-30T17:19:25.389Z,"30km NE of Whittier, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-30T17:07:59.570Z,38.8173332,-122.8190002,2.25,0.43,md,6,108,0.009234,0.03,nc,nc72808326,2017-05-30T17:16:04.123Z,"7km NW of The Geysers, California",earthquake,0.8,1.05,0.13,2,automatic,nc,nc
2017-05-30T16:57:21.490Z,34.3395,-116.8476667,-1.6,1.21,ml,30,53,0.01876,0.19,ci,ci37657335,2017-05-30T22:41:07.366Z,"9km N of Big Bear City, CA",quarry blast,0.35,31.61,0.126,23,reviewed,ci,ci
2017-05-30T16:53:54.500Z,18.9656,-65.252,34,1.72,md,4,289,0.6588,0.14,pr,pr2017150014,2017-05-31T00:23:15.672Z,"73km N of Culebra, Puerto Rico",earthquake,3.18,9.93,0.02,3,reviewed,pr,pr
2017-05-30T16:45:25.190Z,33.5003333,-116.797,5.39,0.24,ml,14,185,0.08184,0.12,ci,ci37657327,2017-05-31T20:24:58.445Z,"9km NE of Aguanga, CA",earthquake,0.35,0.95,0.079,3,reviewed,ci,ci
2017-05-30T16:40:18.483Z,40.056,-119.7055,15.9,0.6,ml,5,227.6,0.145,0.121,nn,nn00590627,2017-05-30T18:30:03.536Z,"45km N of Spanish Springs, Nevada",earthquake,,4.2,0.02,2,reviewed,nn,nn
2017-05-30T16:37:51.190Z,19.283,-64.7086,39,1.99,md,3,329,1.1318,0.1,pr,pr2017150013,2017-05-31T00:22:43.103Z,"96km N of Road Town, British Virgin Islands",earthquake,2.79,10.31,0.14,3,reviewed,pr,pr
2017-05-30T16:33:43.260Z,38.4673333,-112.7826667,0.45,-0.12,md,6,296,0.06239,0.04,uu,uu60198317,2017-05-30T19:19:37.010Z,"21km ENE of Milford, Utah",earthquake,0.85,6.12,0.709,2,reviewed,uu,uu
2017-05-30T16:30:59.540Z,46.8511667,-121.743,1.55,0.09,md,6,185,0.02099,0.06,uw,uw60135208,2017-05-30T17:37:54.110Z,"27km NNW of Packwood, Washington",earthquake,0.57,0.77,0.088,5,reviewed,uw,uw
2017-05-30T16:30:48.400Z,46.8503333,-121.7445,1.52,0.41,ml,6,183,0.02215,0.06,uw,uw61288791,2017-05-30T17:35:44.100Z,"27km NNW of Packwood, Washington",earthquake,0.57,0.77,0.13,4,reviewed,uw,uw
2017-05-30T16:30:37.200Z,36.2827,-97.5041,4.12,2.4,mb_lg,,26,0.215,0.1,us,us10008wkl,2017-05-30T16:54:44.040Z,"19km W of Perry, Oklahoma",earthquake,1.2,3.4,0.12,18,reviewed,us,us
2017-05-30T16:30:04.124Z,52.2273,178.3086,18.4,2,ml,,,,0.39,ak,ak16144825,2017-05-30T20:08:13.589Z,"33km NNW of Little Sitkin Island, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-30T16:08:55.070Z,18.8481,-64.2868,37,2.69,md,4,337,1.133,0.14,pr,pr2017150012,2017-05-31T00:21:58.586Z,"59km NE of Road Town, British Virgin Islands",earthquake,5.47,9.15,0.37,4,reviewed,pr,pr
2017-05-30T16:08:44.390Z,63.1497,-150.2153,90.9,1.5,ml,,,,0.62,ak,ak16144440,2017-05-30T16:16:25.348Z,"68km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-30T16:01:54.203Z,61.4601,-146.2289,10.4,1.8,ml,,,,0.77,ak,ak16144436,2017-05-30T16:07:55.731Z,"37km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-30T15:58:46.660Z,34.6218333,-116.2843333,-0.57,0.47,ml,8,102,0.1254,0.17,ci,ci37657279,2017-05-31T01:14:22.022Z,"16km SW of Ludlow, CA",earthquake,0.47,1.52,0.082,3,reviewed,ci,ci
2017-05-30T15:53:59.879Z,60.0697,-152.2261,76.7,2.1,ml,,,,0.57,ak,ak16144430,2017-05-30T16:04:08.734Z,"39km NW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-30T15:51:27.910Z,46.2055,-122.2051667,-0.7,-0.04,md,5,169,0.01142,0.03,uw,uw61288781,2017-05-30T17:27:29.360Z,"37km NNE of Amboy, Washington",earthquake,0.6,2.43,0.018,3,reviewed,uw,uw
2017-05-30T15:25:10.190Z,47.5796667,-122.8078333,23.35,0.62,ml,5,172,0.0194,0.08,uw,uw61288766,2017-05-30T17:24:39.130Z,"6km SSE of Seabeck, Washington",earthquake,1.22,0.71,0.11,3,reviewed,uw,uw
2017-05-30T15:20:08.950Z,47.4789,-70.0919,12.26,2.2,mb_lg,,159,0.173,0.36,us,us10008wsh,2017-05-31T04:46:12.040Z,"14km N of La Pocatiere, Canada",earthquake,3.3,6.2,0.193,7,reviewed,us,us
2017-05-30T15:17:42.220Z,46.8476667,-121.7996667,-2.44,0.31,ml,6,163,0.005603,0.44,uw,uw61288756,2017-05-30T17:47:17.280Z,"28km NNW of Packwood, Washington",earthquake,2.76,2.58,0.126,3,reviewed,uw,uw
2017-05-30T15:16:52.660Z,33.1495,-116.502,8.01,0.63,ml,15,168,0.1054,0.14,ci,ci37657247,2017-05-31T00:55:24.572Z,"12km NE of Julian, CA",earthquake,0.46,0.96,0.139,4,reviewed,ci,ci
2017-05-30T15:15:49.480Z,41.851,-122.7423333,76.49,1.4,md,6,233,0.1212,0.16,uw,uw61288751,2017-05-30T17:10:34.230Z,"15km NW of Yreka, California",earthquake,1.33,1.65,0.123,5,reviewed,uw,uw
2017-05-30T15:04:12.585Z,60.4907,-146.8581,23.9,2,ml,,,,0.67,ak,ak16144419,2017-05-30T15:10:32.992Z,"60km W of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-30T15:04:08.000Z,-30.652,-71.211,58,4.1,ml,,,,0.76,us,us10008wiu,2017-05-30T17:18:55.286Z,"6km S of Ovalle, Chile",earthquake,6.5,7.1,,,reviewed,guc,guc
2017-05-30T15:00:39.650Z,33.3116667,-116.2721667,6.85,0.73,ml,26,106,0.08093,0.17,ci,ci37657239,2017-06-01T20:33:52.438Z,"11km ENE of Borrego Springs, CA",earthquake,0.31,0.61,0.179,14,reviewed,ci,ci
2017-05-30T14:57:05.520Z,-21.4452,-176.5157,189.19,4.6,mb,,102,6.305,0.87,us,us10008wiv,2017-05-30T16:11:58.040Z,"138km WSW of Havelu, Tonga",earthquake,11.7,8.1,0.065,70,reviewed,us,us
2017-05-30T14:55:55.140Z,38.8204994,-122.7975006,2.51,0.97,md,16,109,0.01024,0.03,nc,nc72808301,2017-05-30T15:11:02.559Z,"5km NW of The Geysers, California",earthquake,0.36,0.5,0.1,4,automatic,nc,nc
2017-05-30T14:48:39.610Z,35.7741667,-118.4155,8.51,0.96,ml,22,74,0.09436,0.14,ci,ci37657231,2017-05-30T16:31:31.273Z,"2km NNE of Kernville, CA",earthquake,0.24,0.67,0.235,9,reviewed,ci,ci
2017-05-30T14:37:16.089Z,63.245,-153.8435,21,0.7,ml,,,,0.5,ak,ak16144417,2017-05-30T19:58:11.357Z,"94km ENE of McGrath, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-05-30T14:35:50.979Z,39.0304,-118.1145,5.2,0.7,ml,6,164.44,0.021,0.0429,nn,nn00590624,2017-05-30T18:23:51.279Z,"24km NW of Gabbs, Nevada",earthquake,,3.7,0.59,5,reviewed,nn,nn
